DealerId,vin,year,price,make,model,style,transmission,engine,mileage,color,stocknum,driveType,vehicleListPrice,PhotoURLs
,1J4FA49S14P788474,2004,12900,Jeep,Wrangler,2dr Sport,Automatic,6,101994,Black,788474,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/e3d2c3039ace4fc9a17edf4f22132982.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/de2baf0ad31e4f559dc8ca34b451d8ed.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9c6a3f58c89744059c6a806964b4225d.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/d1bbd32393c24dcdb7a7dc9c8e066ac8.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/eba20f08813e4affa10c71c76d8e603b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9dca8382876144949f996d6dfeec0016.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/edf851c274c543f29d7f5b873da787c8.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/ea36f956b243438b939afa5c906500fa.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7f45d03d53934cfe91695b7223b6799f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1096a1f193464dc68f439652cd9bdf41.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/e884650828d34856b76935c3afcdff13.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/a3113dfb165a4a9694a7e33a4016c733.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/6c63f2b026e845d39b0940f78a44526d.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/c1fb63c8b96c4b0eb4a7bd1984fe8fbd.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/30059a895a594577924883176e89a0f5.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/934255c7595b49a78b85dcf8ff6996d0.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8a10ee7a8a544eb399e593b1b1d32b83.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/42079c4b578346d1bdabbeb9d01deaa7.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/697070d7c7a945f4838ddd8667689c71.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/933decde16d6402fa6c6310dc400f751.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/3730895c70b14597a8be5b11c033da5e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/bd98fb3d17884ee7ab79e7bcf6bfdd00.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/e6fe501e121e4c72997090109092e350.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/37ca8f081f5542bc99c7661210b50351.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7b24063df93e4a12801c7f3923a283ae.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/0ea3b69b9edf458280268df6aaab6095.jpg']}"
,5NPEH4J23LH003147,2020,22900,Hyundai,Sonata,Limited 1.6T,Automatic,4,33395,Portofino Gray,003147,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/c6f223df5b6f45a58ae42b937328e8c2.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/14bae83731ca400dad1b3fa7ba6f1fcc.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/06c2e9e3bc6b421cacf883777ee703e1.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/eb40bb4956d744b7b8c41d21d33c447b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/d5577053210846e891b7e553e285a5dd.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/a10a19648b5a4859bded0ca14425971c.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/fb0b6534030f4c6e9252db8d32e3c5f6.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/a702d775ef7642a099818c65188fbaa0.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7da985dee63c438a9b360fb78d04b49a.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/f08104ee64cd4904a7f2651889b74070.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/348c0354fd984eaf84403be11b23d645.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/435fb25d3bcb455abb6f291f0d0e223f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/e27220c11b114cd38932b61be7c074bf.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/d70a97064c394fcaa915e66290171280.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5977ef60082243e1beafdeeaafb4d77e.jpg']}"
,KMHCT5AE4HU336035,2017,9500,Hyundai,Accent,SE Hatchback Manual,Manual,4,78094,Ironman Silver Metallic,336035,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/496b41c8790c412e81e8252bef6fce72.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/99ec5beb533648deb989bb7f195a7771.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/667621b54d0244c584c5a042d9c91c1d.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1fb8e3cf0278404f8278a045b5511dd0.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1909f153ff884de5b8883e1a5d5ddb57.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7558e6f4b9c6430093e756c78bd17a8e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5568a9687f814d479aa2af9ad78b5ce8.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/94afa83e146d4c10a6804728d6a637a1.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/33ea0b5becd94a79bc3a92c35e7aaf72.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/f79e2d53df0441e6a38e3f507b90dc3a.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8dcbc45d6f31474a99714dddfb943713.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/de91f87db0c641a4b671abad3955e4bb.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7b63e337bda2472aa04a51f979657a8c.jpg']}"
,3C6LRVDG0ME578823,2021,31900,Ram,ProMaster Cargo Van,2500 High Roof 159 WB,Automatic,6,44518,Bright White Clearcoat,578823,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/48346b5de8ed49eda260717145f6d04c.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/e4b2b4a650184157a59c3408e2156b8e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/a104b86e929d4c58b917da0a3d1a5f6b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/2691904160ef49168da3445ec27ce589.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9169bdc2eedb48dbb73a353ee9d4c957.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/ca3559c9bb3f499088141c403ef4049e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/fae79b3b966744879beed941c9cd7f3d.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/670bf35d76ee466291cdf1bcf214ed0c.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8b0213ddaf954029b6409d55fea8384c.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/96a9013063b8481fac96647d67f85506.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/36924ae9aecd4f729e2f4ee84760b254.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9e89d0972a5548ba9e22dc86d9c1b9f0.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/54cc89acbe1e49c29628b51bbc61f3dc.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/27514107736241abbe91951d5f18763a.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/579e06785ccb4a8ba6c3b1d85b460133.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/c21b44afc1534b5faba16ce167db8dd7.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/f7e5285130904efb8b51c858825ef57c.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8d6ffb38b916439aa5cf9c86da610a6b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/41c93a98e529416f9519b7ec36e90f3e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/3f4088074f994fcabc72ae48977731c0.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/32c87153941943cc9a1ffa8a769fe265.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/ac1c753bff154910accd7d97295bea9d.jpg']}"
,1N6BD0CT1GN797257,2016,13900,Nissan,Frontier,2WD King Cab I4 Auto S,Automatic,4,105852,Glacier White,797257,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/be8ee67593f1438bb2b99c31b1e6d194.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1583d5e911e3405aa46ea10a7d883a9d.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/2587ac91f90444a588cc21acb04acc43.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/82febae23f07459699fdddaa1ce98dab.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/03e5f17ee44e4316a35a7681cd972202.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1656ac37a80643fabc4e38f6801a176b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/e29a1c75b9a74de18d4fd85fc6206e77.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/65d87586117740dba38b50b57f759ea6.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5ae34ebbaad44e04a512a988fcf8e799.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/a3b8bded97574df5b6c13f14cf862489.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/f8d5493c01e84968a75755af2e371dbd.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/2335c82583c24e4c93b24f661dd83031.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9083654c740b40e8b2acb340a0f1e382.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/d89c56935cf24b7896511bcc3ec7610f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/2cb293ef1c7043fc80f30b6fb0da295a.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/da18baba546a46c893c953b23440f42e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/13e2607c86bd44db9b83f04523cfdd33.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/16a3e524da4b4b90bf6eb7d5e995e95c.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/98ef4973acc84b8696665c9984bdc5b7.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/670e1fada707432792a4c977d4b9317e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/0c672fab0a024f9c802c4933d58a9636.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/321621d1605347d18c2f875fec110351.jpg']}"
,4T1BF1FK6EU447210,2014,15900,Toyota,Camry,2014.5 4dr Sdn I4 Auto SE,Automatic,4,72973,Magnetic Gray Metallic,447210,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/652315e6dd644a3f8334095392f47434.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/b0fa4d44db504d4a999bd43dd705d37f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5d88a6eee34b4f4e8cc263e08d840114.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/124d1ca8f6f54e46b4625a2577e8495e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/fc01d07be5ea40a7ae66767220f45b88.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/6eaf9187c212486aa37b9f5e87607489.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8979ecbd427b4650ab29ddbf6bb4e5b1.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5140ebfa01114e3eadac4c32e74a4ca2.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/03b3a3b1ef214c409a1bdae7594a66ec.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/d17ae1d9c7734c479ded5104db87c454.jpg']}"
,1GTW7AFP9N1188230,2022,32500,GMC,Savana Cargo Van,RWD 2500 135,Automatic,6,21599,Summit White,188230,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/de3632bede3d499fa29f94fc96e9faf1.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/f4d743c1d28840e4aa7c2e8207cf5516.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/f8d1c5a40e3647228c594fc84f772d2e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/67c0f6d04e584c7ebd5a378254a9b879.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7063edf7df03406783d01e7585f1eaa9.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/455d87867b684108a9c7fe41bdb8d46c.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/24f22097edb7440b806ec28da1e8489f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/a5e21da7ce364ccc8d9bb037ba7b3015.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/3dbcd678e5644beca9be670d84f85c5a.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/718e0d4370494b7b995d821f58022ae3.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7365f601bafa4595872e0dcf42d038fe.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/809483d0a493475d962c03ae9aea128b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/caecc77ba3f4464493d1d0e442fafcc9.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7d3206817d8f4e5ba4b5d33a86aa184e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/6279c2a37001488f8acd6885d2141cdd.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/b839a0e330fa4991a12928536d5ecdea.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5487d0f148234403a81f43e68a311aaf.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/4526f6e38f3f42fc87e81a19205495c6.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9c3e3cffe86d4fbd8aa4d4760bef4f6f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/cd0544692cb742f1a3352d593e254206.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/e10f3e79db3b4a42985b68915510ef57.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/ffd301ce678e423a9b2cccd3251c2881.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/129be8e8e31849d3baafb26d05b2e69d.jpg']}"
,JF2GPAVC0D2843856,2013,13900,Subaru,XV Crosstrek,5dr Auto 2.0i Premium,Variable,4,84676,Satin White Pearl,843856,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/efc14908d09949659f8ca1eafeb2c4ff.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/36a9d12220884964bc3ab3fcbdffa69f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/2d495684c60c45a38981fa2e1608ac86.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/459f1717b63149eabd97c4cac5a1973e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/4df933887486434d834e924ec63088ee.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9cea1ea613894b5688752e571cbc9405.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/ded46256e0ed4df4a0b46367835538fa.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/459d02b738664052b6c7d1008d37f7e9.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/f18e222a14c14b54be918d5df24fbea3.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9f93cc7ea74b40d38d601eb7e59beaac.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/3d1607f1833a4e8b8de7f9b8c77396ec.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/952ad74b14154d9cb58761c68354d639.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/354603d60f55481780d2fe4b25a35d51.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/e8f4bec97f8141f39310aa82f48e98c8.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/69f3ed6cacb940dcabdd4f360707ce00.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5f8998ae03ea4531a16ffaa610d36417.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/e8ec1c5d11b14240afee407f1613b77c.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/bd67f1ea76cd40df9ba9be1680338da5.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7eb5ed92a3564cad9e31397cace66302.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/252527fd95b1472cb2f9027b5462ad17.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/b7aad426c7fc43a3921d57ba2f15e2f3.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/833e0eb169794a68a47cb9e869287bf6.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/48120fcfb3f64408b8844cf759a9afa9.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5edf818dafed48c6a9804b1c8469dfbe.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8ffa4a995f7143cba521c2117ea05953.jpg']}"
,2T1BU4EE2BC654533,2011,12500,Toyota,Corolla,4dr Sdn Auto S,Automatic,4,87423,Super White,654533,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/73e2623a00854b5b89b1649a9b0489c6.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/0aaaf9fc335d491d8038294f954121f5.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/40575cc7ac0044f7bae884f1be8f2ed4.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/55bd85ce7b974344853c7670fd98e183.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/02f6ea2ec22f49e3a20e867e42197eef.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1563c9dd03eb45d2abed79806c3cab9a.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/4189bb13414c4d69914ade6695f95ed5.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/15d6d9651cf84e2580af372f5545786d.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/45c7dca7933c451ab4ddbefcd9c6f924.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/82d25e9ac86846d19c7579f461db54b5.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8db2aa8af667457aab1ffc32cdfd16d7.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/30c0b6407acf46628e3ecd34e5375f5b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/60631a82b2a449de84bcbc6e91700a41.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/40d3af5aef03417ba68c859f1f009b0f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/b52368f8c049479d81ef30476f976915.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/06c15a4740874ba697c2133f1ae97304.jpg']}"
,4S4BSANC5F3255676,2015,15500,Subaru,Outback,4dr Wgn 2.5i Limited PZEV,Variable,4,118843,Crystal White Pearl,255676,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/ee2eaf314eef4232aced5c41da809099.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/6083d6a2ad724d23bee7e3576011de67.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/72f40defdcb045fabf007a06f5660001.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/490303fd845a40cebe8c75c5653797c4.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8e772e21feb94ebd9c483c2d79a44a59.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5b9e2697f9084c0088a04f5b86d34bf4.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9e1f5d85ff9b4b1286f464bebee4659b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/00d089b9a54e4bffb876fc3efc6c7d63.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/76805a0b3dbd440a8fc8b0d0d6555710.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/c6f5f6ecadf74bfeae0b1f29c9d507ac.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7ee5debda49d4597b1159a59d9fd6114.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/de82546ca8f644f8a0dfd578f3abdced.jpg']}"
,5XYP2DHC1LG070846,2020,24500,Kia,Telluride,LX AWD,Automatic,6,85088,Gravity Grey,070846,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/ae6910fe63e849ecb1823844968e9f10.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/2bc36c50b8654947a017340b4fd43170.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/0e8fda4797ae4a1fa16cca7dc102be92.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/706abe39a146467593b280688c3b4eb3.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/dfe7b397bd764b619b40bb4160e43e7b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/d3667ef51fa540e7a7cb378603f96f19.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/92f1ee8a0d8b449eaec80115f5dde68b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8c00fb17191e4728b0b38ca7df561085.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/7295d862c4744a82b510c6b75780f96f.jpg']}"
,1HGCV3F96LA006830,2020,25900,Honda,Accord Hybrid,Touring Sedan,Variable,4,58224,Modern Steel Metallic,006830,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/9c62bf881080474cb55a768d4363a453.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/eefd15c6ea6641b89f4ec51eeee6c078.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/b4bd5a7b65af469faa7736852a38e55a.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/ef30a51cf77e4faaa03285639e2939ed.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/cbc2ed23b5724f2d9892c838c9565f4d.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/4d785037c1494c61b74b101a471be652.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/714b9198ba3c49b3a00c0c1975512efe.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/dac9a2aa99b54f028424512e8361b7c8.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/211346278d32448c94620ffcea36eb4b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/c411bc91c36040fa9cfe0a9de81db126.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/470a15c8c8cc4bfc844ae485aaf8d5d7.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/b6a8d50cfc3046df8d8987981dc98e91.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1103928a2a304a1fb169e43953a0201b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/73c8c2cf88f449a998bcba7fc990d3ab.jpg']}"
,1N4AA5AP4AC840539,2010,9500,Nissan,Maxima,4dr Sdn V6 CVT 3.5 SV,Variable,6,87445,Super Black,840539,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/8558e13b180b4a8fb8317f8b20004923.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/4978b93ab3e74c55b6086ddfaf9f9f31.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/29a6487d10ca4751af5b8173f8b4ac61.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/3e0361b628c747e5bea3dca79321a519.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/b6df61284ecd49bb8d9fb3ddb206ca00.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1655100e15ff4ae18cc5454a2352f33b.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/80629c89539b43348ca0a71bc11e9d9f.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5402812b6b35404dbf44353c15035484.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/3a10c0449157444bbb30dc2f4cdf4f00.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/1941d90bbbea4077b614dca584997cde.jpg']}"
,1HGCR2F86EA234528,2014,16500,Honda,Accord Sedan,4dr I4 CVT EX-L,Variable,4,72062,Crystal Black Pearl,234528,Used,0,"{'photourl': ['https://content.homenetiol.com/2003582/2264551/0x0/aabc27a15d11440b9102540ebe894c72.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/9dcdce1e74b84db39e05be4633fbdae5.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5d4367bbc7014db6932e0d9013ce08c1.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/c1229bdcb5e048b3a59b51c5c11e346e.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/91bf675e3e964fcf98dd0facda5790c0.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/35302a098f6e419db4de1ec01fa6d070.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/f641b09bb36a417281bf31591caf3ed9.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/8aef647b5738416d81c5040071a328c3.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/5952bc61a25e4a6cb96684f049dc4288.jpg', 'https://content.homenetiol.com/2003582/2264551/0x0/02caaaa3189e4cc6920df11e56aca427.jpg']}"
